"Item","Location","Sublocation","Quantity"
"LOCK NUT 2""","Default Location","","189.0000"
"LOCK NUT 3/4""","Default Location","","20.0000"
"LOCK SCREW 3/8 X 2","Default Location","","4.0000"
"LOCK WASHER STAINLESS","Default Location","","24.0000"
"LOCKING PLIER 10 BT1174","Default Location","","1.0000"
"LOG SCREW 1/2 X 2","Default Location","","0.8000"
"LOG SCREW 3/8 X 1-1/2","Default Location","","10.0000"
"LOG SCREW 3/8 X 2","Default Location","","8.5000"
"LOG SCREW 5/16 X 2""","Default Location","","12.0000"
"LOGITECH H390 WIRED HEADSET","Default Location","","1.0000"
"LOGITECH MK220 KEYBOARD & MOUSE COMBO","Default Location","","1.0000"
"LOGITECH MK270 WL COMBO DESKTOP","Default Location","","2.0000"
"LOGITECH T630 ULTRA THIN TOUCH MOUSE","Default Location","","1.0000"
"LONDON ROLL CHOCOLATE CAKE 480G","Default Location","","6.0000"
"LONDON ROLL MILK CAKE 480G","Default Location","","6.0000"
"LONDON ROLL STRAWBERRY CAKE 480G","Default Location","","5.0000"
"LONGGANISA SKINLESS","Default Location","","-1.0000"
"LOTUS COMFORT GRIP GLOVES","Default Location","","50.0000"
"LOTUS EXTENSION CABLE CABLE REEL 50M","Default Location","","3.0000"
"LOTUS GRINDER 4"" 750W","Default Location","","4.0000"
"LOTUS POINTED STEEL SHOVEL HEAVY DUTY","Default Location","","2.0000"
"LOTUS PRO TOOLS SET 127PC","Default Location","","6.0000"
"LOTUS SPRAY PAINT BLACK #39","Default Location","","1.0000"
"LOTUS TOOL BAG 4 POCKET 12 IN LTHT12-4BT","Default Location","","10.0000"
"LOTUS WALKING MEASURE 12"" ","Default Location","","2.0000"
"LOTUS WIRE STRIPPER 5""","Default Location","","10.0000"
"LSY-69 NOTEBOOK COOLER","Default Location","","-6.0000"
"LUG SCREW 1/4 X 1 W/ SHEIL G.I.","Default Location","","4.0000"
"LUG SCREW 1/4 X 1/2 W/ SHEILD","Default Location","","15.0000"
"LUG SCREW 3/8 X 2","Default Location","","60.0000"
"LUG SCREW 3/8 X 2 W/ EXPANSION 3/8","Default Location","","155.0000"
"LUG SCREW 3/8 X 2-1/2","Default Location","","0.3000"
"LUG SCREW 5/16 X 2","Default Location","","28.0000"
"LUMBER 1 X 6 X 8","Default Location","","1.0000"
"LYSOL SPRAY 340G","Default Location","","1.0000"
"MACALLY FLEXFIT P4S PINK  IPHONE4/4S","Default Location","","1.0000"
"MACALLY FLEXFIT P4SB BLACK  IPHONE4/4S","Default Location","","1.0000"
"MACALLY GLOGREEN FOR IPHONE4/4S","Default Location","","3.0000"
"MACHANG DOUBLE PORK","Default Location","","209.0000"
"MACHANG PORK","Default Location","","-12.0000"
"MAGGI KARI NOODLES","Default Location","","900.0000"
"MAGNOLIA APPLE","Default Location","","-1.0000"
"MAGNOLIA GRAPE","Default Location","","-12.0000"
"MAGNOLIA ORANGE","Default Location","","-19.0000"
"MAGNOLIA STRAWBERRY","Default Location","","-32.0000"
"MAGSAFE POWER ADAPTOR 60W","Default Location","","-1.0000"
"MAGSAFE POWER ADAPTOR FOR MACAIR 45W","Default Location","","1.0000"
"MAKITA #9553B 4"" 710 WATTS GRINDER","Default Location","","1.0000"
"MAKITA DRILL 0801","Default Location","","1.0000"
"MAKITA M0600M 350 WATTS DRILL","Default Location","","1.0000"
"MALE PLUG","Default Location","","9.0000"
"MALE PLUG 3PINS KOPEZ","Default Location","","1.0000"
"MANILA PAPER ","Default Location","","10008.0000"
"MANILA PAPER BUNDLE  (480 SHEETS)","Default Location","","9.0000"
"MANOR PAINT SILVER ","Default Location","","4.0000"
"MAP GAS","Default Location","","2.0000"
"MAPED SCISSORS 6"" MEDIUM HEAVY DUTY","Default Location","","10.0000"
"MARINE PLYWOOD 1/4""","Default Location","","18.0000"
"MARTON TF WIRE #16 RED","Default Location","","7.0000"
"MASKING TAPE 1""","Default Location","","144.0000"
"MASKING TAPE 2""","Default Location","","293.0000"
"MASKING TAPE 3/4""","Default Location","","81.0000"
"MASONRY 3/16","Default Location","","3.0000"
"MASONRY DRILL BIT 1/4""","Default Location","","3.0000"
"MASONRY DRILL BIT 1/8""","Default Location","","3.0000"
"MASONRY DRILL BIT 3/8""","Default Location","","3.0000"
"MATCH BATT #1220","Default Location","","1.0000"
"MAX STAPLE WIRE # 10","Default Location","","93.0000"
"MAX STAPLE WIRE # 35","Default Location","","9.0000"
"MAX STAPLER #10","Default Location","","13.0000"
"MAX STAPLER #35","Default Location","","46.0000"
"MAXELL DUAL USB 32GB","Default Location","","5.0000"
"MAXELL DUAL USB 8GB","Default Location","","-50.0000"
"MAXTOOLS MASONRY DRILL BIT 14.0MM","Default Location","","1.0000"
"MC4 CONNECTOR","Default Location","","3.0000"
"MCB MOTOLITE YB5L-B BATTERY","Default Location","","2.0000"
"MCBOOK AIR MID 2012 BATTERY ","Default Location","","-1.0000"
"MCD-4010SM MS DUAL CUTTING DISC. 100X1.0MM","Default Location","","1.0000"
"MEASURING TAPE 2M","Default Location","","1.0000"
"MEATBALL","Default Location","","2.0000"
"MECA TUBE 1/2","Default Location","","8.0000"
"MECA TUBE 3/4","Default Location","","2.0000"
"MECHANICAL KEYBOARD WIRED","Default Location","","-10.0000"
"MEDAL 501","Default Location","","1.0000"
"MEDAL BRONZE","Default Location","","80.0000"
"MEDAL KEYPAD","Default Location","","1.0000"
"MEDAL SILVER","Default Location","","3.0000"
"MEGAMATCHER 2.0 DONGLE LICENSE","Default Location","","1.0000"
"MEIJI TC-V001","Default Location","","5.0000"
"MELA PLATE","Default Location","","60.0000"
"MELODY DVD-R","Default Location","","40.0000"
"MEMORY CARD AD UHSI 16GB","Default Location","","2.0000"
"MEMORY DDR4 KF432C16BB1/16 3200","Default Location","","1.0000"
"MEMORY DDR4 KVR32S22S6 4GB SODIMM","Default Location","","1.0000"
"MEMORY DDR4 PC4-2400 CL17 4GB","Default Location","","1.0000"
"MERAX A4X20 200G","Default Location","","4.0000"
"MERAX CIS","Default Location","","3.0000"
"MERAX DURAFIRM PREMIUM PHOTO A4 20 SHEETS","Default Location","","-1.0000"
"MERAX HP 56","Default Location","","5.0000"
"MERAX HP 57","Default Location","","5.0000"
"MERAX PHOPTOPAPER 4X6 20 SHEETS","Default Location","","71.0000"
"MERCURY JWS04 WATER DANCING SPEAKER","Default Location","","1.0000"
"METAL BOX 8 X 10 X 10","Default Location","","1.0000"
"METAL CLAM 2"" 1/2","Default Location","","10.0000"
"METAL CLAMP 1""","Default Location","","395.0000"
"METAL CLAMP 1/2""","Default Location","","201.0000"
"METAL CLAMP 2""","Default Location","","83.0000"
"METAL CLAMP 2"" 2 HOLES","Default Location","","30.0000"
"METAL DRILL BIT 1/4""","Default Location","","3.0000"
"METAL DRILL BIT 1/8""","Default Location","","3.0000"
"METAL DRILL BIT 3/8""","Default Location","","3.0000"
"METAL FASTENER","Default Location","","50.0000"
"METAL FLEXIBLE 1/2 X 150M","Default Location","","309.0000"
"METAL FLEXIBLE HOSE 1"" X 30 M","Default Location","","30.0000"
"METAL FLEXIBLE HOSE 1/2""","Default Location","","16.0000"
"METAL FLEXIBLE HOSE 1/2"" X 30 M","Default Location","","-40.0000"
"METAL FLEXIBLE HOSE 3/4"" X 30 M","Default Location","","-73.0000"
"METAL FURRING","Default Location","","70.0000"
"METAL HOLE SAW SET","Default Location","","1.0000"
"METAL PRIMER / GALLON BOYSEN","Default Location","","1.0000"
"METAL RULER 12""","Default Location","","1.0000"
"METAL RULER 24""","Default Location","","4.0000"
"METAL SCREEN ","Default Location","","30.0000"
"METAL SCREW","Default Location","","130.0000"
"METAL SCREW # 7 X 1","Default Location","","251.0000"
"METAL SCREW # 7 X 1-1/4","Default Location","","1.0000"
"METAL SCREW # 8 X 1","Default Location","","359.0000"
"METAL SCREW 1 X 6","Default Location","","4.0000"
"METAL SCREW 1-1/2  X 10","Default Location","","60.0000"
"METAL SCREW 14 X 1","Default Location","","50.0000"
"METROFLEX HOSE 3/4 X 100M","Default Location","","200.0000"
"MI 3 FLIP CASE BLACK","Default Location","","1.0000"
"MIC REDUCER","Default Location","","1.0000"
"MICRO SD CARD CLASS 10 16GB","Default Location","","6.0000"
"MICROPHONE CORD","Default Location","","-24.0000"
"MICROPHONE STAND","Default Location","","1.0000"
"MICROPHONE WIRELESS 2 MICROPHONE SYSTEM","Default Location","","-2.0000"
"MICROSOFT OS WIN 10 PRO 64BIT OEM","Default Location","","1.0000"
"MICROSOFT OS WIN 7 PRO","Default Location","","6.0000"
"MICROSOFT SURFACE GO INTEL PENTIUM 128GB 8GB RAM MODEL 1824","Default Location","","-1.0000"
"MICROSOFT SURFACE GO TYPE COVER","Default Location","","-1.0000"
"MICROSOFT SW OFFICE 2016 OLP N1 GOV","Default Location","","13.0000"
"MICROSOFT WIN PRO8.1 X 64 ENG INTL ","Default Location","","13.0000"
"MICROSOFT WINDOWS 10 PRO","Default Location","","1.0000"
"MICROSOFT WINDOWS 10 PRO OEM 64-BIT LICENSE","Default Location","","1.0000"
"MICROSOFT WINDOWS 11 PRO OEM 64-BIT LICENSE","Default Location","","1.0000"
"MICROSOFT WINDOWS PRO IO 64BIT ENGLISH INTL DSP 08 DVD","Default Location","","18.0000"
"MID-BACK EXEC CHAR W/ ARMREST MBC-110","Default Location","","8.0000"
"MIGHTY BOND SINGLE 1G","Default Location","","1.0000"
"MIKAELA SPORT 100 021Y-30276-01","Default Location","","1.0000"
"MIKAELA SPORT 100 021Y-30280-01","Default Location","","1.0000"
"MIKROTIK CSS326-24G-2S+RM SWITCH","Default Location","","2.0000"
"MIKROTIK RB750GR3 HEX 5 PORT GIGABIT ROUTER","Default Location","","1.0000"
"MIKROTIK WAP ROUNTER BOARD RPWAPG-5HACT2HND","Default Location","","2.0000"
"MIKTROTIK CRS326-24G-2S+RM NETWORK SWITCH","Default Location","","1.0000"
"MILI POWER ANGEL GREEN","Default Location","","1.0000"
"MILI POWER CANDY IPHONE BLACK","Default Location","","6.0000"
"MILI POWER CRYSTAL GREEN","Default Location","","1.0000"
"MILI POWER CRYSTAL WHITE","Default Location","","-1.0000"
"MILI POWER KING HB‐P18","Default Location","","1.0000"
"MILI POWER MIRACLE H-B0202X WHITE","Default Location","","3.0000"
"MILI POWER SKIN H-10301X BLACK","Default Location","","2.0000"
"MILI POWER SKIN H-I0301X WHITE","Default Location","","2.0000"
"MILI POWER SPRING 4 BLACK","Default Location","","2.0000"
"MILKIMIX CHEWY CANDY KEIKO 138G","Default Location","","36.0000"
"MILO 3 IN 1","Default Location","","-24.0000"
"MINERAL WATER 350ML","Default Location","","-35.0000"
"MINERAL WATER 500ML","Default Location","","112.0000"
"MINI COAXIAL CABLE 10M","Default Location","","10.0000"
"MINI COAXIAL CABLE 30M","Default Location","","8.0000"
"MINI FLEXIBLE KEYBOARD","Default Location","","5.0000"
"MINI FRUIT STIX","Default Location","","14.0000"
"MINI FUSE 1AMP","Default Location","","10.0000"
"MINI FUSE 4A 250V","Default Location","","1.0000"
"MINI HDMI CABLE 1.5M","Default Location","","2.0000"
"MINI OAT COOKIES","Default Location","","189.0000"
"MINI USB EXTENSION CABLE","Default Location","","4.0000"
"MINI WIRELESS EARPHONE HEADSET","Default Location","","1.0000"
"MINIX NEO A1+","Default Location","","1.0000"
"MINIX NEO X5 116A","Default Location","","1.0000"
"MISC CABLE TIE # 12","Default Location","","-1000.0000"
"MIXED FISHBALL","Default Location","","2.0000"
"MIXED NUTS","Default Location","","2500.0000"
"MK802 ANDROID USB MINI PC","Default Location","","1.0000"
"MOBILE STORAGE RACK CHROME","Default Location","","1.0000"
"MODULAR JACK SL 110 SERIES 8 POSITION RJ45 CAT 5E T568A/T568B UNSHEILDED W/O DUST COVER BLUE","Default Location","","105.0000"
"MODULAR JACK SL 110 SERIES RJ45 CATEGORY 5E UNSHEILDED WITHOUT DUST COVER","Default Location","","268.0000"
"MONGOL PENCIL 1","Default Location","","12.0000"
"MONGOL PENCIL 2","Default Location","","2954.0000"
"MONGOL PENCIL 2 (PER BOX)","Default Location","","1.0000"
"MONGOL PENCIL JUMBO 2","Default Location","","1.0000"
"MONITOR 23.8"" FHD (1920X1080) VA DISPLAY, ANTI-GLARE 16:9","Default Location","","-1.0000"
"MOON CAKE LOTUS W/ 1 EGG","Default Location","","-2.0000"
"MOON CAKE MIXED NUTS W/ 1 EGG","Default Location","","-1.0000"
"MOON CAKE YELLOW MUNGO W/ 1 EGG","Default Location","","-3.0000"
"MOONCAKE BLACK MUNGO W/ 1 EGG","Default Location","","-3.0000"
"MOP HANDLE","Default Location","","30.0000"
"MOP HANDLE W/ HEAD","Default Location","","10.0000"
"MOP HANDLE WOODEN/PLASTIC","Default Location","","64.0000"
"MOSFET IRF 540A (5)","Default Location","","-1.0000"
"MOSFET K-1603","Default Location","","2.0000"
"MOSHI SAMSUNG GALAXY S2 HARD CASE BLACK","Default Location","","1.0000"
"MOSHI SAMSUNG GALAXY S2 HARD CASE RED","Default Location","","1.0000"
"MOTOLITE EXCOL N70(7)","Default Location","","1.0000"
"MOTOLITE GOLD NS50 (L)","Default Location","","1.0000"
"MOTOLITE NS50 GOLD C BATTERY","Default Location","","1.0000"
"MOTOLITE NS60 GOLD BATTERY","Default Location","","1.0000"
"MOUDING 1"" X 8FT HALF MOON","Default Location","","38.0000"
"MOULDING 1 1/2","Default Location","","61.0000"
"MOULDING 1 1/2 SQUARE","Default Location","","1.0000"
"MOULDING 1 X 8","Default Location","","-1.0000"
"MOULDING 1"" SQUARE","Default Location","","22.0000"
"MOULDING 1"" SQUARE ATLANTA","Default Location","","186.0000"
"MOULDING 1/2 X 8","Default Location","","20.0000"
"MOULDING 1-1/2","Default Location","","20.0000"
"MOULDING 1-1/2 MOON","Default Location","","-5.0000"
"MOULDING 1-1/4","Default Location","","4.0000"
"MOULDING 3/4 SQUARE ATLANTA","Default Location","","75.0000"
"MOULDING 3/4""","Default Location","","234.0000"
"MOULDING 3/4"" HALF MOON","Default Location","","65.0000"
"MOUNTAIN DEW 12 OZ","Default Location","","131.0000"
"MOUNTING BRACKET 1.75H X 124W X 45D","Default Location","","22.0000"
"MOUSE PAD BIG","Default Location","","21.0000"
"MOUSE PAD SMALL","Default Location","","343.0000"
"MOUSE PAD WITH HAND REST","Default Location","","17.0000"
"MOUSE, BLUETOOTH OPTIMAL, USB 2.0/3.0 COMPATIBLE","Default Location","","-2.0000"
"MR MUSCLE TOILET CLEANER","Default Location","","2.0000"
"MS WSERVER 12 FOUNDATION ROK EN/JA/KO SW","Default Location","","3.0000"
"MSH-065 MS HSS DRILL BIT 6.5MM","Default Location","","1.0000"
"MSI A320M S-AM4 PRO VD/S DDR4 MOTHERBOARD","Default Location","","1.0000"
"MSI A520M-A PRO S-AM4 MOTHERBOARD","Default Location","","-1.0000"
"MSI B365M PRO-VH S-1151 DDR4 MOTHERBOARD","Default Location","","1.0000"
"MSI GL62M-7RD-2830PH 15.6 IN NOTEBOOK","Default Location","","1.0000"
"MSI H110M PRO-VH LGA1151 2DDR4 911-7996-038 MOTHERBOARD","Default Location","","1.0000"
"MSI U135-1831XPH PINK","Default Location","","2.0000"
"MSI U135-2240XPHK1102000578 PINK","Default Location","","-1.0000"
"MSI U135-2889XPH PURPLE","Default Location","","1.0000"
"MUI LING PORK EGGROLLS 397GRMS","Default Location","","120.0000"
"MULTI BUILDING CCTV REHABILITATION AND INTEGRATION","Default Location","","-2.0000"
"MULTIMEDIA HDD PLAYER  5.25 2.0","Default Location","","1.0000"
"MURIATIC ACID","Default Location","","-2.0000"
"MUSHROOM DUMPLING 110G","Default Location","","2.0000"
"MUSHROOM MEATBALL 454G","Default Location","","1.0000"
"MY GEL SIGN PEN BLACK","Default Location","","119.0000"
"MY GEL SIGN PEN RED","Default Location","","79.0000"
"MYGEL SIGN PEN BLACK 0.7","Default Location","","735.0000"
"MYGEL SIGN PEN BLUE 0.3","Default Location","","71.0000"
"MYGEL SIGN PEN BLUE 0.7","Default Location","","42.0000"
"MYGEL SIGN PEN GREEN 0.5","Default Location","","72.0000"
"MYGEL SIGN PEN INK REFILL BLK","Default Location","","107.0000"
"MYGEL SIGN PEN INK REFILL RED","Default Location","","72.0000"
"MYGEL SIGN PEN RED 0.5","Default Location","","526.0000"
"MYGEL SIGN PEN RED 0.7 ","Default Location","","18.0000"
"MYGEL SIGNPEN GREEN","Default Location","","72.0000"
"MYLAR # 10","Default Location","","0.5000"
"N50 GOLD","Default Location","","1.0000"
"NACHOS BBQ 350G","Default Location","","84.0000"
"NACHOS CHEESE 350G","Default Location","","83.0000"
"NACHOS PLAIN 350G","Default Location","","38.0000"
"NACHOS TACO 350G","Default Location","","112.0000"
"NAIL 1""","Default Location","","1.0000"
"NAIL 2""","Default Location","","2.0000"
"NAIL 2-1/2""","Default Location","","0.5000"
"NAIL 3""","Default Location","","4.2500"
"NAIL 4""","Default Location","","6.0000"
"NAIL CABLE CLAMP TO UTP","Default Location","","26.0000"
"NAIL CLIPPER 0818","Default Location","","81.0000"
"NAIL CLIPPER 211","Default Location","","22.0000"
"NANNO BEAM M5","Default Location","","2.0000"
"NANYA DDR3-1333 SODIMM 2GB MEMORY","Default Location","","-2.0000"
"NAPPCO BROWN FOLDER LONG ","Default Location","","600.0000"
"NATIONAL OUTLET 3 PRONG 11055 W/ 1 GANG PLATE","Default Location","","3.0000"
"NATIREL 1SLOT OUTLET W/ 1GANG PLATE","Default Location","","-2.0000"
"NAWI","Default Location","","1.0000"
"NC26 NOTEBOOK COOLER","Default Location","","7.0000"
"NEC TOKIN OE907","Default Location","","3.0000"
"NEC VP5 POS CONTROL UNIT","Default Location","","1.0000"
"NELTEX PP-R ELBOW 1/2 X 90","Default Location","","16.0000"
"NELTEX PP-R EQUAL TEE 1/2","Default Location","","15.0000"
"NELTEX PP-R STOP VALVE SOCKET END 1/2 POLY","Default Location","","2.0000"
"NELTEX PVC PIPE 2""","Default Location","","40.0000"
"NELTEX PVC PIPE 2-1/2""","Default Location","","10.0000"
"NELTEX PVC PIPE CEMENT","Default Location","","1.0000"
"NELTEX S1000 SANITARY PIPE 2""","Default Location","","6.0000"
"NEMA 3R","Default Location","","18.0000"
"NEMA 3R 14"" X 8"" X 16""","Default Location","","12.0000"
"NEMA 3R FAN","Default Location","","8.0000"
"NEMA BOX 500 x 400 x 200mm BEIGE","Default Location","","3.0000"
"NEMA CABINET","Default Location","","3.0000"
"NEMA CABINET 500MMX400MMX200MM (BEIGE)","Default Location","","3.0000"
"NETAC 250GB M.2  N501N950E-250 SSD","Default Location","","1.0000"
"NEUTRON ELECTRON POWER SUPPLY","Default Location","","-4.0000"
"NEWMEN BT-120 BLUETOOTH OPTICAL MOUSE","Default Location","","1.0000"
"NEXANS F2TP CABLE 4 PAIRS CAT5E","Default Location","","2.0000"
"NEXANS FACEPLATE DOUBLE","Default Location","","11.0000"
"NEXANS I/O SNAP IN","Default Location","","22.0000"
"NEXANS UPGRADABLE PATCH PANEL 24 PORT LOADED","Default Location","","3.0000"
"NICHOLSON FILE","Default Location","","1.0000"
"NICHOLSON ROUND FILE BASTARD 10""","Default Location","","1.0000"
"NINJA BALLS MBW KEIKO 114G","Default Location","","36.0000"
"NINJA BALLS MGS KEIKO 114G","Default Location","","32.0000"
"NIPA","Default Location","","12.0000"
"NIPPON VARNISH","Default Location","","6.0000"
"NITTO EXCEL BATTERY","Default Location","","1.0000"
"NITTO RUBBER TAPE","Default Location","","19.0000"
"NO MORE NAILS","Default Location","","-5.0000"
"NO MORE NAILS 100G","Default Location","","37.0000"
"NO MORE NAILS BUILDERS BAND","Default Location","","15.0000"
"NO MORE NAILS SMALL","Default Location","","21.0000"
"NOOSY MICRO SIM CUTTER","Default Location","","1.0000"
"NORTH BAYOU MOVABLE TV BRACKET P4 32"" - 55""","Default Location","","1.0000"
"NORWEGIAN SALMON CHOICE CUT","Default Location","","11.0000"
"NORWEGIAN SALMON HEAD V CUT","Default Location","","-4.9500"
"NORWEGIAN SALMON LOIN","Default Location","","21.6180"
"NORWEGIAN SALMON PORTION","Default Location","","2.0000"
"NOTEBOOK 80LVS","Default Location","","2042.0000"
"NOTEBOOK COMPOSITION ADV 80'S","Default Location","","336.0000"
"NOTEBOOK LOCK F&D","Default Location","","3.0000"
"NOTEBOOK SPIRAL 80'S","Default Location","","124.0000"
"NOTEBOOK UNIVERSAL 80'S","Default Location","","22.0000"
"NOTEBOOK UNIVERSITY ADV 80'S","Default Location","","104.0000"
"NS60 ENDURO BATTERY ","Default Location","","1.0000"
"NUT & WASHER 3/8""","Default Location","","800.0000"
"NUT 1/4""","Default Location","","2300.0000"
"NUT 3/8""","Default Location","","1426.0000"
"NUTS 5/16","Default Location","","255.0000"
"N-VISION IP22V1 21.5 IPS MONITOR","Default Location","","1.0000"
"NVR3216 16 CHANNEL NVR","Default Location","","1.0000"
"NVR608-64-4KS2","Default Location","","1.0000"
"NYLON # 8","Default Location","","12.0000"
"NYLON #15","Default Location","","10.0000"
"NYLON #20","Default Location","","20.0000"
"NYLON CORD FISHING 3M","Default Location","","1.0000"
"NYLON ROPE","Default Location","","200.0000"
"NYLON ROPE #100","Default Location","","2.0000"
"NYLON ROPE #8","Default Location","","6.0000"
"NYLON ROPE 10MM X 15M","Default Location","","1.0000"
"NYLON TIE 142 X 3.2MM","Default Location","","1.0000"
"O+ FAB GO BLACK","Default Location","","-2.0000"
"OCTOPUS OUTLET MALE PLUG","Default Location","","10.0000"
"OFFICE CHAIR MESH #JIT-Q6A","Default Location","","1.0000"
"OFFICE CHAIR OC-119 MESH BACKREST","Default Location","","8.0000"
"OFFICE PRO A4 BOND PAPER","Default Location","","400.0000"
"OFFICE PRO BOND PAPER LONG","Default Location","","250.0000"
"OFFICE TABLE JIT-1200","Default Location","","14.0000"
"OFFICIAL RECORD BOOK 500 PAGES","Default Location","","-15.0000"
"OIL PASTEL","Default Location","","24.0000"
"OLTS FIBER FLUKE TESTING (SM/MM) - 28 NODES","Default Location","","1.0000"
"OLYMPIA TYPE WRITER 18"" CARRIAGE","Default Location","","1.0000"
"OMEGA FLATCORD # 16","Default Location","","14.0000"
"OMEGA MOULDING 1/2"" SQUARE","Default Location","","15.0000"
"OMEGA PDX WIRE 14/2","Default Location","","450.0000"
"OMEGA ROYAL CORD #16","Default Location","","1.0000"
"OMNI 3 PRONG 2 GANG OUTLET","Default Location","","8.0000"
"OMNI 3 PRONG 3 GANG OUTLET","Default Location","","2.0000"
"OMNI 3 PRONG 5 G GANG OUTLET","Default Location","","1.0000"
"OMNI A/C PLUG","Default Location","","5.0000"
"OMNI ADA[TOR OCTOPUS","Default Location","","4.0000"
"OMNI ADAPTOR PLUG","Default Location","","3.0000"
"OMNI ADAPTOR PLUG 3PRONG","Default Location","","4.0000"
"OMNI BATTERY 12V 7AH","Default Location","","2.0000"
"OMNI BATTERY 6V","Default Location","","1.0000"
"OMNI EXTENSION CORD 5G 3PRONG","Default Location","","6.0000"
"OMNI OCTOPUS ADAPTOR","Default Location","","2.0000"
"OMNI OUTLET 3GANG 6MM","Default Location","","2.0000"
"OMNI OUTLET 3PRONG 1GANG","Default Location","","2.0000"
"OMNI OUTLET 6 GANG","Default Location","","1.0000"
"OMNI OUTLET WSG-OC3","Default Location","","20.0000"
"OMNI PLUG","Default Location","","3.0000"
"OMNI PLUG 20A 250V ","Default Location","","32.0000"
"OMNI PLUG 3 PRONG","Default Location","","1.0000"
"OMNI PLUG WITH GUARD","Default Location","","1.0000"
"OMNI SOCKET 2""","Default Location","","8.0000"
"OMRON CONNECTING NUT F03-02 SUS304","Default Location","","3.0000"
"OMRON CONNECTING ROD F03-02 SUS304","Default Location","","9.0000"
"OMRON FLOATLESS LEVEL SWITCH 61F-6P-N 240V ","Default Location","","4.0000"
"OMRON LOCK NUT F03-03 SUS304","Default Location","","40.0000"
"OMRON MOUNTING FRAME F03-12","Default Location","","4.0000"
"OMRON PROTECTIVE COVER F03-11","Default Location","","4.0000"
"OMRON ROD HOLDER PS-3S-AP","Default Location","","4.0000"
"OMRON ROD SEPARATOR 3PRONG F03-14 3P","Default Location","","8.0000"
"OMRON SOCKET PF113A-E","Default Location","","4.0000"
"OMRON STAINLESS ROD F03-01 SUS304","Default Location","","20.0000"
"OMRON WASHER F03-04-SUS304","Default Location","","12.0000"
"ONE SOLAR INVERTER 1KVA","Default Location","","2.0000"
"ONE SOLAR INVERTER 3KVA","Default Location","","1.0000"
"OOP-22200360HDWSCVI","Default Location","","2.0000"
"OP 7216T-S3 16CH TRIBRID DVR","Default Location","","1.0000"
"OP-10000360HDWM-CVI IR DOME CAMERA","Default Location","","8.0000"
"OP-12V1A","Default Location","","4.0000"
"OP-12V2A","Default Location","","8.0000"
"OP-21000360HDW-CVI","Default Location","","2.0000"
"OP-21000360HFWV","Default Location","","1.0000"
"OP-21200360HFW-CVI 1.4MP IR OUTDOOR CAMERA","Default Location","","4.0000"
"OP-222000360HFW-CVI SURVEILLANCE CAMERA","Default Location","","6.0000"
"OP-22200360HDWCVI","Default Location","","3.0000"
"OP-22200360HDWE-CVI 2.4MP IR DOME CAMERA","Default Location","","12.0000"
"OP-22200360HDWS-CVI SURVEILLANCE CAMERA","Default Location","","9.0000"
"OP-22200360HFWCVI","Default Location","","45.0000"
"OP-22200360HFWD-CVI 2.4MP OUTDOOR CAMERA","Default Location","","13.0000"
"OP-22200360HFWS-CVI 2.4MP IR OUTDOOR CAMERA","Default Location","","4.0000"
"OP-2220HFWRNZ-CVI MOTORIZED ZOOM IR OUTDOOR 2.4MP","Default Location","","8.0000"
"OP-2220VFHFW-CVI IRE OUTDOOR MOTORIZE","Default Location","","5.0000"
"OP-22210360HDWS-CV1 2.4MP IR DOME CAMERA","Default Location","","-11.0000"
"OP-288 MINI PINHOLE CAMERA","Default Location","","1.0000"
"OP-301A/B UTP VIDEO BALUN","Default Location","","4.0000"
"OP-320FZA PTZ CAMERA","Default Location","","5.0000"
"OP-4104C-S2","Default Location","","6.0000"
"OP-4104THS-CVI 4CH TRIBRID DVR","Default Location","","1.0000"
"OP-4304","Default Location","","1.0000"
"OP-4308","Default Location","","1.0000"
"OP-4316","Default Location","","1.0000"
"OP-5216T","Default Location","","1.0000"
"OP-5216T-720P","Default Location","","1.0000"
"OP-5304CS","Default Location","","5.0000"
"OP-5304CVI 4 CHANNEL DVR","Default Location","","2.0000"
"OP-5308","Default Location","","2.0000"
"OP-5308D","Default Location","","1.0000"
"OP-5308D 960H","Default Location","","-1.0000"
"OP-5308M OPTIC DVR","Default Location","","-1.0000"
"OP-5316CVI 16 CH HDCVI DVR","Default Location","","1.0000"
"OP-5316D","Default Location","","1.0000"
"OP-582C1 SMOKE DETECTOR TYPE CAMERA","Default Location","","1.0000"
"OP-6332","Default Location","","2.0000"
"OP-6806C ","Default Location","","-4.0000"
"OP-6808","Default Location","","-2.0000"
"OP-6808A METAL CASING","Default Location","","6.0000"
"OP-6808A PLASTIC CASING","Default Location","","-1.0000"
"OP-689A","Default Location","","1.0000"
"OP-7104X3","Default Location","","-5.0000"
"OP7108X3","Default Location","","7.0000"
"OP-7108X3 ","Default Location","","2.0000"
"OP-7204A-V2","Default Location","","1.0000"
"OP-7216T-CV1 16CH DVR","Default Location","","3.0000"
"OP-7216T-S3","Default Location","","-2.0000"
"OP-7416L","Default Location","","7.0000"
"OP-789V","Default Location","","10.0000"
"OP-83H","Default Location","","1.0000"
"OP-84H-10B WITH BRACKET","Default Location","","-3.0000"
"OP-84HS-10 PTZ CAMERA","Default Location","","2.0000"
"OP-8782AR","Default Location","","2.0000"
"OP-886HC","Default Location","","-5.0000"
"OP-888A","Default Location","","10.0000"
"OPEN BAY RACK 3FT","Default Location","","1.0000"
"OPEN BAY RACK 6FT","Default Location","","1.0000"
